username,followers,votes
gillesbertaux,526,148
baldwin,528,37
johntmeyer,529,173
bleongcw,529,413
emmanuelamber,529,5790
rhogroupee,530,62
myusuf3,530,317
allisonveronica,531,578
bogomep,531,6375
foundingmom,534,71
tylr,535,378
mhdempsey,537,30
niket,537,464
miles_matthias,537,1227
mattrobs,539,6
popo,539,37
megmurph,539,469
jmugan,541,210
lenberg,541,421
brandonuttley,541,436
jhreha,542,19
abramdawson,543,313
leepnet,544,219
sethstuff,545,86
eportnoy,545,97
olofster,545,378
mistermorrill,547,6
daveyheuser,547,508
briansugar,548,93
tannerc,548,107
dumbnamenumbers,548,126
sbyrnes,549,117
sydney_liu_sl,549,126
bgadoci,549,971
kyee,550,295
jenna,551,121
kennycheny,551,604
travelintweeter,552,49
quintendf,552,51
hrbrt,553,57
alexkinsella,553,84
gsosk,556,56
hackerpreneur,556,63
newrulesinvest,556,69
stvmcg,556,5437
dhassell,557,956
tomaxwell,558,43
nochainmarkov,559,101
michaeldick,559,213
billboebel,563,86
anthonyfrasier,563,94
jefielding,563,165
jessepickard,564,76
maiab,564,2767
mdeiters,565,1740
michaelwolf,567,102
rogerdudler,567,353
enginnr,567,3760
jackdweck,569,10788
plc,570,299
jkwade,571,256
bracco,571,771
milann,571,6923
drewmeyers,572,505
kyro,573,115
chaimhaas,574,169
vincenzolandino,575,8
ethan_anderson,575,213
arush,575,407
ummjackson,578,523
karlclement,579,2797
marceglon,579,4807
orr_hirsch,581,72
basprass,581,2100
clarklab,582,858
madebyloren,584,65
kathleen_warner,584,695
yongparkk,587,21
nevyn,587,54
mayafish,588,98
dj,589,13
ptr,589,309
8artd,590,73
_shahedk,590,1153
sylvainkalache,591,71
jamieskella,591,76
jmilinovich,591,203
alyssabereznak,591,259
jasoncrawford,592,923
chrisgrant,595,15
tayorockson,596,42
auchenberg,596,153
alisonrosenthal,597,4
itsleesimpson,597,113
vesln,598,1409
thomashpark,599,51
startupandrew,599,61
twinmiki,599,147
al_humphreys,601,41
xbora,601,94
daniellenewnham,601,2083
mxgur,602,21
pocarles,602,48
ntmoney,604,919
harryraymond,604,2242
rohindhar,606,104
semyondukach,606,215
rywalker,607,173
sinak,608,231
nettatheninja,609,339
passy,610,12
koridhandy,611,295
willydennis,612,617
tylerh,614,2114
mikehostetler,615,26
lammerding,615,40
calebgarling,615,63
digit,616,826
mortenjust,618,562
raphaelouzan,618,753
mjb_sf,622,188
saijo_george,622,1568
bjoernlasse,624,24
fipa,624,106
web,624,142
lizellevv,624,161
kirillzubovsky,624,225
boctor,625,41
lucascerdan,626,420
jbreinlinger,627,22
valenti,627,123
aaronmarshall,627,265
aminatou,628,3
jeshalom,629,186
dflanegan,629,425
uxandrew,631,7890
kale,633,155
netzkobold,634,3
kylewaring,636,118
xeo_it,638,99
enderdoon,639,767
malaparte,639,1528
janmatern,640,43
zoltarspeaks,641,461
davechenell,642,181
mrinaldesai,643,33
eric_seufert,643,715
cjoh,645,41
gilbitron,646,566
andyfortson,647,4328
jmover,650,119
stefanbielau,650,208
samok,651,282
maxstoller,653,650
lauraglu,655,123
darynakulya,655,735
jeremiahlee,656,897
aten,657,262
margarita,659,141
lennysan,659,479
pieterpaul,660,7355
geoffclapp,661,63
picsoung,661,4484
wmorein,662,1160
dbkeohane,663,21
sandyhussain,663,57
grahamhancock,664,105
sagishrieber,664,1160
sarahkpeck,665,252
zeb,667,125
dbounds,668,598
derekminter,669,1759
brownthings,670,43
bupbin,671,38
blake,671,72
francoisgoube,672,45
atkingyens,672,78
ericbieller,672,81
capy_nathan,675,11
robwoodbridge,675,218
mackflavelle,676,4819
kwuchu,677,9
jeremybenmoussa,677,198
inaherlihy,679,182
michaelsayman,679,215
mvaxelaire,681,1435
chrisbolman,682,19
federicopascual,683,195
scottabel,684,13
nick_eubanks,685,90
charlieirish,686,21049
davidpessah,688,103
dessaigne,690,2489
karangoel,691,1723
stefanweitz,692,18
kristofertm,692,24072
ericjorgenson,693,60
nbt,693,1509
ramlijohn,696,84
thesmitpatel,696,88
grayj_,696,447
mahbodmoghadam,697,128
chikodi,697,1425
renegadecitizen,698,3
jerlevine,698,13
mekosoff,699,51
jasonhitchcock,700,214
portentint,701,47
miriamschwab,702,945
kane,704,1607
paisano,705,14
micha,706,13
francovarriano,706,4559
gk3,708,109
brackin,708,663
eamonncarey,710,527
ericg,711,437
mathewsisson,712,442
datarade,712,1907
rahulvarshneya,712,4960
marketergraham,713,2137
gracegarey,714,202
ajwaxman,714,1147
manikarthik,714,1212
thatgirl_chloe,714,1325
johnexley,716,1229
jonbstrong,718,516
robk,720,492
bthdonohue,720,1158
guygal,721,2681
will_lam,722,1262
ems_hodge,723,946
lipmanb,723,2065
ericlbarnes,724,29
akopec,724,92
geoffreyweg,725,5914
calebelston,727,6
francoismat,727,1165
hbarnes,728,319
danlev,728,3689
jjeremycai,729,88
jesseddy,730,18
pennerj,732,23
schneider,732,679
gregcohn,735,438
clarecorthell,736,130
janefriedman,737,28
jeremyhfisher,738,10
jennifercabala,738,51
sdmattg,739,791
sanjay,739,861
cynthiaschames,740,159
skinnyandbald,740,4831
akad,741,118
staringispolite,741,5940
brelow,742,188
zacherynielson,743,895
rumford,744,231
jamiedavidson,749,242
chrislyons,752,42
startupstella,753,139
nikgraf,753,2991
mattalexand,754,128
artia,755,22
adamd,755,95
jbathiat,756,913
ashbhoopathy,756,1720
joellegoldman,758,110
sfioritto,760,53
gregoiregilbert,763,11121
melissajoykong,767,705
giuliano84,767,2001
catone,769,345
merket,773,252
grmeyer,776,1297
mitdelian,778,49
shannnonb,778,101
jonhmchan,778,219
preshit,779,73
nattgarun,779,153
vu0tran,781,66
edouardpetit,782,1451
pydanny,783,11
suzywillow,783,1218
thetylerhayes,784,3413
sydlawrence,786,24
zkahn94,786,297
ankurnagpal,787,4470
jschuller,788,561
cardmagic,789,26
aexmo,790,789
clemkn,796,13780
no_fear_inc,797,419
craigkerstiens,802,93
paulbz,803,163
colinraney,803,326
mylo_daniel,803,520
kenrossi,806,212
thatguybg,807,16
virtualgoodz,808,3020
max,811,370
robertwilliger,812,706
nicoleyeary,816,12
brokenbottleboy,816,32
alwaysunday,817,1718
toddbishop,819,8
una,819,9
matthew_daniels,820,81
mds,821,255
denzhadanov,824,629
matthewbarby,825,510
albn,826,3975
ai,827,11
blendahtom,828,26247
jhodsdon,830,521
harris_bryan,831,1177
tommyismyname,834,117
hipperelement,837,75
larkef,838,5579
msurguy,839,604
liveink,839,1860
osakasaul,840,91
chase_reeves,841,38
pjsullivan3,841,47
pedrotp,842,24
eyaltoledano,844,1552
tarngerine,846,12
jtoeman,850,23
jessepollak,850,1002
noah_l,852,463
netspencer,853,308
monstercritic,854,587
rianvdm,855,76
calbucci,855,413
shaunmodi,859,1244
blakeir,860,1434
courtstarr,861,206
lylemckeany,865,5628
misbahspeaks,869,4484
bosefina,870,362
jonharules,876,272
imkevinxu,876,8665
clementdelangue,877,47
bcherry,877,83
erikfinman,877,5754
choosenick,878,83
jjbeshara,879,619
worksonmypc,882,155
alexcartaz,882,6299
casjam,886,24
tomaslau,887,132
daveying99,888,1004
quan,889,50
dianakimball,894,20
omerperchik,895,276
krutal,897,138
iamkory,897,434
unmistakableceo,898,9
maneesh,899,128
tuckerschreiber,903,82
arimeisel,907,15
zawthet,908,60
fighto,908,1532
siobhanquinn,910,91
abrodo,913,1068
amol,914,361
miradu,914,496
rogerdickey,915,5007
intentionally,917,28
brianmwang,922,813
allanyu_,923,40
davidsmooke,924,21
natedesmond,924,271
neerajt4,924,15301
stevepyoung,925,1794
aub,927,107
nickdemey,927,869
matcarpenter,928,1511
maxogles,929,358
michaelsacca,930,172
amotion,930,399
pe_feeds,931,161
sloane,931,344
anujadhiya,931,5475
jazzychad,932,372
danielzarick,933,50
spencerchen,934,1404
thecoolestcool,941,203
roypovar,944,45
theappivore,947,6
antoineplu,947,3367
sebfung,948,1309
billychasen,952,823
adrienm,955,893
ericnakagawa,955,1466
cenedella,956,190
edzitron,956,241
neilswmurray,957,613
joshowens,960,27
ianlandsman,966,156
swaaanson,971,80
tomlimongello,973,922
pveugen,973,1370
dankaplan,973,1977
jcutrell,974,36
wmharris101,976,27
willstanley95,981,155
garrettdimon,981,168
allanberger,986,71
suhail,986,133
saddington,986,429
trieloff,987,291
sethporges,996,49
taylorlorenz,997,1084
davedelaney,999,18
eliasbiz,1001,10
startupjkhaled,1004,67
ericosiu,1005,617
mitali,1005,621
ryanscherf,1006,56
deekay,1006,227
postcarl,1006,372
craigdeakin,1006,3124
orbuch,1013,237
camillericketts,1018,373
uberbryn,1024,24
paulmayne,1027,185
renn,1027,253
idealexit,1031,196
connor,1031,908
narrowd,1032,42
moneyries,1032,180
paul_a_smith,1032,2411
kaz,1035,10283
karenxcheng,1044,100
mishachellam,1045,1196
rohit_x_,1049,15
philtoronto,1050,1197
wdeb,1054,458
kenseto,1056,55
hueypriest,1058,297
benhowdle,1058,397
fideloper,1060,48
ay8s,1069,2626
chrisdannen,1075,170
timechange,1078,7
imkialikethecar,1078,64
mattmireles,1083,193
almonk,1083,267
arunoda,1088,711
juliahartz,1092,15
macguitar,1093,953
jaronrayhinds,1095,19
dshan,1095,10840
jmonegro,1096,491
jacqvon,1096,9246
hailpixel,1098,526
thorpus,1100,4278
de,1106,1800
jaltma,1110,149
anamitra,1113,161
edsim,1114,18
guygunaratne,1115,15
farnamstreet,1116,49
repponen,1116,85
corleyh,1116,2888
papadimitriou,1117,517
lpolovets,1118,96
hadip,1123,83
manikrathee,1125,451
gkoberger,1125,1652
dylanfeltus,1127,1
adambraun,1127,4
taavet,1130,6
ryangum,1131,1017
ryaneshea,1133,135
jmj,1133,5111
jamescham,1135,17
dwr,1144,491
cmschroed,1145,14
ozguralaz,1145,3340
graafdemichiel,1156,781
brezina,1157,172
riaface,1159,32301
justin,1160,50
seikatsu,1165,1062
meganrosedickey,1166,86
gregisenberg,1169,570
philippehong,1169,1015
obinkhorst,1170,42
ilan,1170,793
davidjbland,1171,44
dinwal,1171,85
zmh,1172,648
rocketclubco,1175,2366
jasonyogeshshah,1176,1412
alexbaldwin,1177,302
davidkmckinney,1178,1274
mkaroumi,1178,2244
nayafia,1178,2772
riklomas,1182,144
stephnbain,1186,195
mfishbein,1186,507
gillianim,1191,4648
kevinjonas,1192,110
paul_s_kemp,1192,1272
stuartkhall,1193,164
bradmccarty,1196,1112
dan_hopwood,1200,484
rickyyean,1206,12
abdur,1210,146
desisaran,1213,78
arielwaldman,1216,30
haynes_dave,1216,528
amandahesser,1219,197
farbodsaraf,1222,525
kevinhorek,1227,160
pawell,1233,179
socialnerdia,1239,653
tylerwillis,1240,5
shanemac,1241,1159
katesegrin,1242,5790
tomazstolfa,1243,4150
codysimms,1244,355
vincentcassar,1244,797
nickcicero,1245,6
danerobert,1249,4049
wmougayar,1251,309
ahmetsulek,1251,8369
gregory,1256,37
daveschappell,1256,432
mattaussaguel,1257,5246
kkdub,1258,536
jeremylv,1261,1230
tchae,1263,39
lexilewtan,1263,95
ryandawidjan,1265,7027
bethebutterfly,1266,287
castig,1281,112
markweaver,1284,89
mrmikestreet,1287,50
ayeletnoff,1288,2851
clemnt,1291,221
lukasfittl,1293,1801
beller,1296,1149
russfrushtick,1299,2775
williamchanner,1299,8071
simplybastow,1305,339
nikf,1308,162
delk,1311,791
f,1318,33
gregoryciotti,1318,33
nickgrossman,1319,169
amandapey,1321,93
carlosgil83,1326,272
jordannovet,1334,127
tamccann,1338,21
spencerfry,1339,570
loris,1344,502
shiraabel,1349,614
jedmund,1353,11
paddydonnelly,1353,219
scottbeale,1356,178
tdavidson,1359,2101
mubashariqbal,1366,3841
milend,1367,183
minarad,1370,81
jlinowski,1372,2842
ilyaneversleeps,1379,155
chrissaad,1382,29
marshal,1394,2833
drelly,1401,100
rstephens,1401,149
riz,1405,132
annfriedman,1410,20
torbahax,1411,6824
amirkhella,1415,499
johnsheehan,1415,799
lenkendall,1417,430
jrlevine,1427,96
alexcornell,1429,6
douglaskarr,1432,5
emieljanson,1436,17390
shaanvp,1445,1834
onurakpolat,1456,155
jayacunzo,1465,70
dragilev,1469,2525
jwmares,1470,1221
mikeelgan,1475,38
liammckay,1483,268
nchirls,1491,396
adamhirsch,1493,92
jsneedles,1494,14321
gabevillamizar,1495,7
libovness,1496,1293
welovelean,1502,142
oguzserdar,1507,46
jcolman,1513,44
leemunroe,1516,224
mattnavarra,1522,1028
bigyahu,1529,222
blader,1531,1470
hutchins,1536,111
krausefx,1537,1295
stefanobernardi,1540,1186
thomasdunnuk,1542,55
trevorhatfield,1543,253
arix,1545,2324
blakemattos,1547,335
jamesslock,1550,94
ryanbattles,1561,23
iwearyourshirt,1563,1833
syswarren,1568,11392
sandimac,1574,758
mb,1576,1720
matthartman,1576,5680
therealsjr,1578,3586
sarahkunst,1583,92
mikeginnyc,1596,119
sparkszilla,1614,411
aleyda,1620,239
wp,1621,730
robinraszka,1623,428
tommoor,1627,1755
ikirigin,1633,671
willw,1648,340
gem_ray,1660,106
corbett3000,1663,74
bpmilne,1664,474
robjama,1666,37592
pm,1673,618
zackshapiro,1676,2495
tonystubblebine,1681,204
clarkvalberg,1685,9327
chrisvoss,1688,159
dhof,1689,477
rachelandrew,1697,279
adamludwin,1699,75
danshapiro,1699,306
samshank,1700,233
orli,1704,26
wadefoster,1713,2505
tammycamp,1717,765
turoczy,1719,637
dohertyjf,1721,199
markkawano,1724,118
andrewdumont,1726,92
mattprd,1727,490
srcasm,1736,1395
tewy,1747,238
writerpollock,1747,6127
libbybrittain,1755,132
futurepaul,1757,506
ericfriedman,1774,3194
ambermac,1780,11
allnick,1789,958
uxceo,1793,885
lkr,1799,18
carmeldea,1804,31
mscccc,1811,2334
werdelin,1814,761
scotthurff,1829,615
jerols,1840,131
fffabs,1841,67
valleyhack,1845,466
k,1853,21
pt,1863,1486
innonate,1871,353
jerrycolonna,1881,13
jasonshen,1881,3228
foolywk,1897,215
chrismaddern,1910,971
ajt,1915,3643
vladstan,1916,406
martinmignot,1929,144
obrien,1943,162
mvanhorn,1949,921
imyke,1950,29
davidspinks,1952,1680
john,1957,167
thomasknoll,1958,308
patrick,1959,932
kikischirr,1960,10175
medialabpete,1966,100
collinmathilde,1967,9765
sfiegerman,1971,841
josevieitez,1991,179
bellebcooper,1993,1825
scottmonty,1996,3
jon,2004,1282
ellenchisa,2036,2386
jeffrey,2051,8
jonnotie,2055,9920
daveambrose,2072,9571
davidcrow,2073,250
apatzer,2092,78
shpigford,2103,5556
benchestnut,2105,53
flarup,2109,403
drbarnard,2119,215
shellen,2122,874
jtriest,2125,16596
superamit,2129,1364
frankdenbow,2130,2846
christianreber,2138,188
mikaelcho,2138,7876
ellie,2143,142
putorti,2147,115
r44d,2147,261
christianhern,2148,150
msg,2154,1552
ryanspoon,2178,244
mager,2183,1992
jadlimcaco,2185,3067
destroytoday,2190,538
jordancooper,2193,465
marygreenim,2205,823
kevanlee,2210,762
stef,2218,692
__tosh,2220,6729
arlogilbert,2222,66
ginab,2222,591
marckohlbrugge,2223,3525
bonatsos,2230,143
erinbury,2232,58
arainert,2271,29
rsg,2277,27
katekendall,2282,298
seth,2284,85
cindygallop,2290,33
kylebrussell,2302,101
sippey,2322,36
rwang0,2331,15
marcosmoralez,2331,852
sarahbuhr,2348,414
katmanalac,2373,9014
roybahat,2383,76
tylerwinklevoss,2390,74
mccannatron,2398,551
basti,2406,366
imcatnoone,2409,5166
wr,2413,80
koenbok,2413,129
stephpalmeri,2449,85
davidbyttow,2454,15
pasql,2472,179
km,2483,91
brady,2484,401
sm,2498,418
romaindillet,2499,71
evanish,2500,82
jlax,2500,541
jess3,2505,20
robwalling,2526,67
mutlu82,2538,28121
jonsteinberg,2547,25
harris,2547,105
lailo_ch,2550,14
_tessr,2557,51
danklammer,2610,110
buster,2617,3443
besvinick,2635,1041
lauraklein,2661,124
rklau,2684,4578
joshuakushner,2696,41
pjain,2707,103
adii,2715,2754
jongold,2721,3247
brianp,2755,17
darnocks,2758,59
tak_lo,2763,238
lukesbeard,2764,909
juliaroy,2764,2251
nglaros,2781,414
tuckermax,2800,353
pandemona,2816,124
_jacksmith,2828,97806
mjones,2846,430
cbm,2852,345
designuxui,2854,55
badboyboyce,2854,4183
kwdinc,2860,145893
nivo0o0,2874,17916
zsims,2875,1316
mwseibel,2883,38
marcedwards,2897,243
pkafka,2900,559
kylebragger,2901,886
nabeel,2912,401
stevecheney,2927,30
benrbn,2952,1930
thinker,2966,3684
benln,3000,33068
joshmuccio,3027,1075
jonrussell,3036,267
prsarahevans,3057,204
mulligan,3069,6501
andrewhyde,3075,120
dustin,3092,714
labnol,3112,331
daltonc,3117,342
jw,3133,266
aprilzero,3150,1752
alexiskold,3176,3123
sujanpatel,3178,417
msavin,3184,233
whale,3190,1386
tribaling,3196,1340
espreedevora,3201,68
kadavy,3204,682
ow,3213,2535
dorkitude,3222,351
johnonolan,3252,226
dtrinh,3277,790
pjrvs,3349,4649
bwertz,3351,128
zemaj,3383,748
ourielohayon,3383,17876
nbashaw,3426,7152
mijustin,3436,11087
hackapreneur,3495,14
brit,3497,43
kjstrasser,3564,2
micah,3588,1869
byosko,3593,5757
jakek,3595,669
jordanrcrook,3603,1906
crixlet,3618,165
boagworld,3627,50
tzhongg,3653,5592
joshm,3668,238
joshmedia,3688,229
mattangriffel,3702,844
drew,3708,301
ediggs,3708,3625
poornima,3723,1143
natekontny,3736,189
thomasfuchs,3757,140
abrams,3773,139
cap,3781,410
andreasklinger,3803,4757
ajs,3831,32
chrija,3839,461
brian_lovin,3892,5852
jberrebi,3926,3112
bentossell,3930,62369
nathanbarry,4031,2800
kmin,4043,117
christinacaci,4059,150
martinsfp,4073,262
zee,4106,164
nickparsons,4141,81
percival,4147,4272
schlaf,4256,380
mazzeo,4283,654
jboitnott,4291,299
erictwillis,4358,164383
johnbiggs,4377,191
drewwilson,4391,550
chasejarvis,4404,256
pud,4423,224
chudson,4484,757
mg,4490,1862
harper,4523,276
laurengoode,4545,217
petecashmore,4565,234
shl,4568,144
ramit,4575,106
ducttape,4580,140
morganb,4591,577
ftrain,4665,70
caseynewton,4675,935
davepell,4737,67
ilikevests,4803,3460
zachklein,4826,369
soffes,4827,1661
flyosity,4856,388
maccaw,4883,3209
bramk,4887,68267
aweissman,4945,11
jbrewer,4976,124
fmanjoo,5002,161
ryanholiday,5108,1181
petershankman,5169,344
joshuatopolsky,5176,36
ezraklein,5180,12
violetanedkova,5249,26175
chadfowler,5252,128
destraynor,5265,498
joewalnes,5312,1905
austenallred,5323,194
andrewwarner,5363,2715
to,5416,924
howardlindzon,5439,1017
yegg,5443,962
satyap,5510,325
ashmaurya,5642,277
jasonlk,5715,55
ryan,5791,704
btaylor,6034,819
danielbru,6041,2520
borthwick,6087,807
film_girl,6114,56
andrewmason,6167,428
justinkan,6462,14189
benparr,6612,1339
rsarver,6772,233
naveen,6869,1223
mengto,6876,3715
robinwauters,6888,365
ceonyc,6911,161
aileenlee,6923,58
sachagreif,6934,4755
johnolilly,6991,856
msquinn,7146,33
eriktorenberg,7310,41454
holman,7391,228
joshconstine,7485,29
stevesi,7703,3458
everette,7728,217
loic,7811,80
erickschonfeld,7881,1253
vanschneider,7890,409
snoopdogg,7954,418
levelsio,8066,7728
jaybaer,8095,71
mkapor,8214,16
khoi,8544,723
semil,8693,144
nikkielizdemere,8940,23413
dasjoshua,9090,51
davetisch,9734,407
veronica,9771,3226
noahkagan,10054,1948
nireyal,10077,1129
garrytan,10087,7697
chrismessina,10137,76915
davidlee,10176,751
ginatrapani,10864,65
johndoerr,11385,113
jaltucher,11881,536
rabois,12680,121
mikebutcher,12743,19
daniellemorrill,13367,1685
joshelman,13465,426
dharmesh,14898,2300
karaswisher,15012,1051
boredelonmusk,15220,916
anildash,15597,163
codinghorror,15614,429
joshk,15627,152
randfish,16594,845
mlevchin,17335,278
davemorin,17900,1263
alexia,18172,118
andrewchen,19576,424
alexisohanian,19664,8732
startupljackson,19955,32
hunterwalk,20931,1709
thisissethsblog,22082,22
mgsiegler,22222,138
naval,24254,2088
jason,26347,3764
garyvee,27117,415
hnshah,27539,29208
rrhoover,29051,99801
bfeld,29175,1013
aplusk,29836,810
mcuban,32529,1247
msuster,34690,1121
cdixon,34995,726
sama,35393,2151
davemcclure,40758,2547
kevinrose,43294,3341
